meal_description,carb,fat,energy,protein,country,serving_type
I snacked on a SNICKERS Bar that weighed 17g and a 30g chocolate chip cookie.,30.07,11.47,231.07,2.81,USA,metric
"For a snack, I’ve got a 240g submarine sandwich filled with meatballs and spaghetti sauce, topped with 28g of mayonnaise.",62.58,41.24,716.0,23.72,USA,metric
"For breakfast, I'm having a bagel (105 grams) topped with 15 grams of regular cream cheese.",51.61,6.48,307.65,10.95,USA,metric
"For a snack, I'm having 180 grams of raw pear, 90 grams of flavored applesauce, and an 8-gram sugar wafer cookie.",48.8,2.26,203.96,1.1,USA,metric
I’m having a snack that includes 250 grams of canned peaches in syrup and 248 grams of chocolate milk.,67.36,0.2,298.66,9.41,USA,metric
"For my snack, I'm enjoying a raw peach (150 grams) and some hard candy (21 grams).",35.73,0.44,145.74,1.36,USA,metric
I’ve got a raw banana weighing 126 grams and a cake doughnut with icing that’s 75 grams for breakfast.,67.2,17.810000000000002,435.39,4.5600000000000005,USA,metric
I’ve got a snack that includes 21 grams of American cheese along with 44 grams of milk chocolate candy.,28.0,17.89,299.87,6.75,USA,metric
I'm enjoying 28.35 grams of smoked ham and a 116-gram grilled cheese sandwich with Cheddar cheese on white bread for lunch.,30.94,28.79,467.96,21.22,USA,metric
I'm enjoying 360 grams of brewed coffee with 250 grams of frozen meat lasagna for dinner.,35.98,11.12,313.6,17.009999999999998,USA,metric
I have a 42-gram croissant as my snack.,19.24,8.82,170.52,3.44,USA,metric
I’m having 360 grams of unsweetened decaffeinated black iced tea for a snack.,1.08,0.0,3.6,0.0,USA,metric
"I'm eating a thin crust white pizza with cheese for dinner, and it weighs 92 grams.",25.42,12.58,262.2,11.41,USA,metric
"For dinner, I've got 312 grams of Salisbury steak with gravy, potatoes, and vegetables, plus 28 grams of white bread.",47.91,27.03,528.0,23.92,USA,metric
"For a snack, I have 7 grams of hard candy, 93 grams of liquid yogurt, 85 grams of butter-flavored microwave popcorn, 10 grams of plain salted hard pretzels, 154 grams of raw orange, 28 grams of plain corn chips (like Fritos), 240 grams of bottled unsweetened water, 126 grams of raw banana, and 28 grams of animal cookies.",157.14,41.52,1050.56,18.32,USA,metric
"For lunch, I'm having a thick crust pepperoni pizza from a restaurant, weighing about 112 grams.",35.66,14.09,321.44,12.87,USA,metric
"For a snack, I'm having a 165g raw apple, a bottle of unsweetened water weighing 507g, and 28g of plain baked potato chips.",42.78,5.38,217.12,1.83,USA,metric
"For breakfast, I’ve got 57 grams of Cheetos, a big serving of noodle soup that’s 494 grams, and a 620-gram soft drink.",155.36,33.77,953.98,10.99,USA,metric
"This morning, I had 35 grams of pork sausage and 50 grams of cooked whole egg, along with 507 grams of bottled unsweetened water.",0.8400000000000001,16.259999999999998,201.25,12.49,USA,metric
"For dinner, I prepared 165 grams of skinless fried chicken breast.",9.82,16.42,359.7,40.46,USA,metric
I’ve got a 120-gram serving of roasted chicken breast and a 43-gram Kit Kat for my lunch.,27.77,15.4,415.94,39.06,USA,metric
I grabbed a snack of 25 grams of those no-bake cookies made with peanut butter and rice cereal.,20.12,2.25,104.25,0.85,USA,metric
"For breakfast, I had 124 grams of 100% orange juice from a carton and a soft taco filled with chicken and sour cream weighing 106 grams.",34.230000000000004,11.94,291.84000000000003,12.53,USA,metric
I'm enjoying 140 grams of cooked pasta and 275 grams of potato salad with egg mixed with light mayonnaise for my lunch.,84.53,13.55,525.05,15.54,USA,metric
"I’m snacking on 86 grams of cheese pizza from a restaurant, on thin crust, paired with 28 grams of lightly salted potato chips.",41.79,21.89,416.24,12.93,USA,metric
"For lunch, I'm having a plain hot dog on a white bun (102.0g) with some mustard (5.0g). I have a side of sour cream and onion potato chips (28.0g) and a glass of tap water (240.0g).",41.48,25.14,431.13000000000005,12.260000000000002,USA,metric
"For a snack, I'm having 30 grams of Multigrain Cheerios cereal with 244 grams of soy milk.",36.42,4.82,215.92,8.83,USA,metric
"For breakfast today, I have 124 grams of apple juice, 27 grams of General Mills Apple Cinnamon Cheerios, and 244 grams of 2% milk.",47.56,6.44,283.26,10.53,USA,metric
"For breakfast, it's 240 grams of coffee, 30.5 grams of reduced fat milk, and just a gram of sucralose to sweeten it up.",2.41,0.63,21.01,1.31,USA,metric
"For my snack, it's 370 grams of soup that's mostly noodles and 244 grams of reduced fat milk.",45.91,14.56,369.9,13.91,USA,metric
I’m starting my day with 244 grams of whole milk poured over 28 grams of Cheerios for breakfast.,31.89,9.66,250.56,11.47,USA,metric
"For lunch, I had a 105.0-gram bagel with 16.0 grams of peanut butter and a 240.0-gram bottle of unsweetened water.",58.57,9.57,372.72,14.69,USA,metric
I poured myself a snack of 248 grams of chocolate milk.,33.38,0.0,166.16,8.41,USA,metric
"For lunch, I'm having a 28-gram white hamburger bun with 28 grams of reduced fat bologna and a slice of 21-gram American cheese. I also have a 372-gram soft drink.",55.89,11.0,355.95000000000005,9.42,USA,metric
"For breakfast, I'm having a whole wheat bagel weighing 105 grams with 244 grams of reduced fat milk.",63.31,6.25,384.5,18.880000000000003,USA,metric
I’ve got 50 grams of reduced fat wheat crackers for my snack.,35.76,6.68,222.0,4.67,USA,metric
"For lunch, I'm having a 269.0g hot dog sandwich with chili on a white bun, along with a 372.0g cola.",91.48,34.61,774.94,24.51,USA,metric
"For my snack, I went with a 3-gram rice cake and a 240-gram bottle of unsweetened water.",2.43,0.13,11.76,0.21,USA,metric
I started my day with a 140-gram egg and cheese on a biscuit and a 372-gram pepper soft drink.,62.69,30.46,576.24,14.14,USA,metric
"For a snack, I'm having 244 grams of Mexican-style beef stew in a tomato-based sauce with chili peppers, along with 620 grams of caffeine-free fruit-flavored soft drink.",73.53,8.389999999999999,477.36,27.98,USA,metric
I have a serving of 224 grams of baby food made from carrots for lunch.,13.44,0.22,58.24,1.79,USA,metric
"For dinner, I have 99 grams of strained baby food peas.",8.28,0.43,49.5,3.24,USA,metric
"For lunch, I'm having a 92.0g peanut butter sandwich made with regular peanut butter on whole wheat bread, along with a glass of 244.0g whole milk.",45.78,26.55,496.0,22.04,USA,metric
I’m enjoying a bowl of 40 grams of Cinnamon Toasters cereal with 244 grams of low-fat milk for breakfast.,43.99,7.140000000000001,274.92,9.58,USA,metric
"For a snack, I'm having 42 grams of Reese's Sticks and 140 grams of trail mix.",94.83,50.6,851.6199999999999,19.26,USA,metric
"For breakfast, I'm having 507 grams of bottled unsweetened water, 75 grams of Italian sausage, and 28 grams of wheat bread.",14.92,20.92,318.22,16.64,USA,metric
"For a snack, I'm having 28.35 grams of reduced-fat American cheese.",3.01,4.0,68.04,4.99,USA,metric
I'm enjoying a slice of lemon pie weighing 99 grams as a snack.,56.5,15.45,379.17,5.01,USA,metric
"For my snack, I’m drinking 507 grams of bottled water and snacking on 23 grams of caramel and 42 grams of caramel popcorn with nuts.",51.34,5.11,254.6,3.73,USA,metric
"I enjoyed a 520-gram chicken submarine sandwich with all the fixings, along with 57 grams of nacho cheese chips and a 524-gram cola for dinner.",206.16,29.26,1321.91,60.93,USA,metric
I’m enjoying a 20-gram pig in a blanket along with 124 grams of orange juice for breakfast.,18.17,4.5200000000000005,125.56,3.21,USA,metric
I’ve got 248 grams of chocolate milk made from a dry mix and reduced fat milk for breakfast.,18.95,4.98,156.24,8.93,USA,metric
"I have a 52g white hamburger bun filled with 17g of breaded chicken tenders, topped with 21g of American cheese, and I'm drinking 124g of apple juice.",45.82,9.22,312.49,11.24,USA,metric
"Tonight, I’m enjoying a 372-gram cola along with a 238-gram serving of tuna salad with egg.",44.89,37.58,613.2,24.59,USA,metric
"I'm serving up some frozen reduced-fat pancakes for dinner, weighing 80 grams.",28.87,7.66,209.6,6.08,USA,metric
"I'm starting my day with a 216-gram fruit smoothie that has protein and no dairy, and a 248-gram oatmeal drink prepared with water for breakfast.",53.57,1.17,268.64,14.14,USA,metric
"For breakfast, I'm having a biscuit with egg, cheese, and bacon (145.0g) along with some iced black tea that's pre-sweetened with sugar (744.0g).",94.51,25.5,667.0899999999999,17.41,USA,metric
"For lunch, I had a 112.0g peanut butter and jelly sandwich made with regular peanut butter and jelly on wheat bread, and I drank a 240.0g bottle of unsweetened water.",48.38,18.74,402.08,14.07,USA,metric
"Lunch today is a pork barbecue sandwich, and it’s around 186 grams.",56.82,7.57,385.02,20.85,USA,metric
"I’ve got a snack of 40 grams of hard pretzels, a handful of 14 grams of raisins, and I'm drinking 30.5 grams of whole milk.",44.68,2.19,213.76,5.48,USA,metric
"For breakfast, I went with a 21-gram Nature Valley Crunchy Granola Bar and a serving of 100% fruit juice blend that was 131 grams.",29.84,4.32,164.41,2.33,USA,metric
"This morning, I'm eating a 212-gram breakfast pizza topped with egg.",54.27,30.61,616.92,29.79,USA,metric
I’ve got a 50-gram brownie cookie and a glass of 244 grams of reduced fat milk for my snack.,43.93,12.79,324.5,10.57,USA,metric
"For dinner, I had a medium crust pepperoni pizza from a restaurant weighing 124.0g, along with some plain potato chips weighing 25.0g and a glass of tap water which was 240.0g.",53.12,23.26,482.68,16.16,USA,metric
My brunch consists of a 64-gram egg roll with beef and pork and a 524-gram cola soft drink.,72.13,10.48,397.36,6.01,USA,metric
I’m having a 72-gram egg taquito for lunch.,19.45,9.19,192.96,7.64,USA,metric
"For breakfast, I'm having 507.0g of bottled water and a 117.0g sausage on a biscuit.",35.09,28.57,434.07,11.31,USA,metric
I have 150 grams of fruit-flavored Greek yogurt and 35 grams of fresh lettuce for lunch.,19.32,0.27,129.4,12.49,USA,metric
"For my snack, I’m enjoying 14 grams of soft fruit treats, a 240-gram bottle of plain water, and a 372-gram serving of root beer.",49.76,1.33,207.12,0.32,USA,metric
"I had a taco with meat and sour cream, about 109 grams, and drank a bottle of unsweetened water that weighed 507 grams.",18.89,16.76,264.87,10.27,USA,metric
"For a snack, I'm having 3 grams of hard candy and 170 grams of nonfat yogurt with flavors other than fruit.",20.69,0.32,124.02,9.45,USA,metric
I’m enjoying a bowl of 245 grams of low-fat Greek yogurt with fruit alongside a 480-gram Monster energy drink for breakfast.,36.73,6.3,281.25,20.02,USA,metric
"I had 28 grams of Cheerios, 244 grams of low-fat milk, and a ready-to-drink hot chocolate made with nonfat milk for breakfast, which was 248 grams.",74.13,4.32,402.52,18.64,USA,metric
I'm having 240 grams of water and 245 grams of yogurt for lunch.,24.06,3.7,178.85,12.47,USA,metric
I'm drinking 496 grams of Monster energy drink along with 372 grams of cola for brunch.,94.49,0.93,389.36,2.33,USA,metric
"For my snack, I have 28 grams of cracked wheat bread and 28 grams of luncheon meat ham.",13.39,2.31,106.4,7.67,USA,metric
I ate a 40-gram cereal bar from Fiber One and drank 720 grams of tap water for lunch.,27.93,4.0,155.6,2.0,USA,metric
"For lunch, I poured myself a 372-gram soft drink that’s fruit-flavored and caffeinated, and I’m having a 120-gram cooked ground beef patty.",47.73,21.82,508.68,30.54,USA,metric
I’m having a 117g piece of coconut cake with icing for a snack.,73.94,12.05,416.52,5.15,USA,metric
I’m enjoying a 58g TWIX Caramel Cookie Bar for a little treat.,37.58,14.41,291.16,2.85,USA,metric
"For dinner, I've got 593 grams of prepared tomato soup that comes from a can and is reduced in sodium.",40.32,1.66,195.69,4.86,USA,metric
"For lunch, I'm having a peanut butter and jelly sandwich made with regular peanut butter and jelly on white bread (112.0g), along with some sour cream and onion flavored potato chips (25.0g) and a Gatorade sports drink (372.0g).",88.55,26.270000000000003,625.03,14.52,USA,metric
"For breakfast, I'm having a 114.0g sausage and cheese sandwich on an English muffin along with a 744.0g bottle of iced black tea.",109.17,25.2,720.12,15.14,USA,metric
I’ve got a 142-gram croissant sandwich filled with sausage and egg along with a 372-gram cola for lunch.,68.77,31.37,624.84,17.98,USA,metric
I'm enjoying a 270-gram burrito filled with meat and 28 grams of nacho cheese-flavored tortilla chips for dinner.,56.05,46.78,798.72,37.21,USA,metric
"For a snack, I'm having a 35-gram Nature Valley Sweet and Salty Granola Bar along with 240 grams of tap water.",21.4,8.0,170.45,3.2,USA,metric
"For my snack, I ate a 112-gram peanut butter and jelly sandwich on wheat bread and a 153-gram sweet roll.",130.36,30.02,893.21,29.43,USA,metric
I'm going to eat 244 grams of Pho for dinner.,25.4,5.51,214.72,15.01,USA,metric
"For my snack, I'm having 45 grams of corn chips and a 372-gram soft drink.",64.31,15.94,398.79,2.78,USA,metric
"For lunch, I had a medium crust cheese pizza with vegetables weighing about 89 grams and a beer that was 360 grams.",40.11,7.73,370.18,10.84,USA,metric
I'm having a 6 grams piece of caramel with nuts as a snack.,4.2,0.86,24.72,0.35,USA,metric
I’m enjoying a 240-gram cup of hot chai tea with milk as a snack.,21.53,2.35,120.0,3.79,USA,metric
I have an 85-gram pig in a blanket and 244 grams of whole milk for breakfast.,27.81,26.37,421.8,18.06,USA,metric
I’m enjoying a snack with 372 grams of caffeine-free fruit drink and 30 grams of tortilla chips.,55.96,8.3,304.5,2.4,USA,metric
28 grams of reduced fat potato chips are my choice for a snack right now.,18.8,5.77,134.96,1.97,USA,metric
"For my snack, I have a 496-gram serving of Cafe Mocha with non-dairy milk.",51.09,4.66,267.84,5.65,USA,metric
I had a simple breakfast of 25 grams of toasted white bread and a serving of 248 grams of orange juice.,41.47,1.28,190.81,4.279999999999999,USA,metric
I made a lunch with a flour tortilla weighing 33 grams and some fried lean beef steak that's 117 grams.,16.3,10.54,316.26,36.91,USA,metric
Lunch consisted of a 102-gram beef hot dog sandwich on a white bun and 124 grams of baby food apple juice.,38.8,18.68,372.44000000000005,11.41,USA,metric
"For breakfast, I’m enjoying a chocolate waffle that weighs 75 grams.",36.47,16.91,325.5,6.82,USA,metric
I grabbed 1.2 grams of unsalted almonds for a little snack.,0.24,0.65,7.28,0.24,USA,metric
Dinner tonight includes 539 grams of canned chunky chicken or turkey noodle soup and 85 grams of butter-flavored popcorn.,71.63,32.66,678.29,24.05,USA,metric
"For a snack, I'm having 75 grams of coffee cake with fruit and a 372-gram cola.",76.14,9.41,388.74,3.1,USA,metric
"For my snack, I have 26 grams of fruit leather and a diet cola that’s 600 grams.",23.66,0.92,106.9,0.8,USA,metric
"For dinner, I'm having a medium crust frozen pizza with meat other than pepperoni, which weighs 607 grams, along with 248 grams of ready-to-drink whole chocolate milk.",202.76,74.45,1814.39,83.74,USA,metric
"For dinner, I'm having a peanut butter and jelly sandwich weighing 112.0g made with regular peanut butter and regular jelly on wheat bread, along with a glass of low-fat milk weighing 244.0g.",61.040000000000006,21.06,507.0,22.32,USA,metric
